0.000000E+00	0.000000E+00	6.695930E-03	6.695930E-03
2.500000E-03	1.000000E+00	1.322950E-01	9.559495E-02
5.000000E-03	1.000000E+00	4.564330E-01	3.537204E-01
7.500000E-03	1.000000E+00	5.808577E-01	4.256821E-01
1.000000E-02	1.000000E+00	7.186199E-01	5.221762E-01
1.250000E-02	1.000000E+00	6.953671E-01	4.667349E-01
1.500000E-02	1.000000E+00	7.051537E-01	4.515912E-01
1.750000E-02	1.000000E+00	8.387909E-01	5.660349E-01
2.000000E-02	1.000000E+00	9.055018E-01	6.180447E-01
2.250000E-02	1.000000E+00	9.773449E-01	6.786772E-01
2.500000E-02	1.000000E+00	9.501002E-01	6.429172E-01
2.750000E-02	1.000000E+00	8.994610E-01	5.858319E-01
3.000000E-02	1.000000E+00	9.405568E-01	6.220628E-01
3.250000E-02	1.000000E+00	9.900644E-01	6.679087E-01
3.500000E-02	1.000000E+00	1.027634E+00	7.027288E-01
3.750000E-02	1.000000E+00	9.623756E-01	6.354110E-01
4.000000E-02	1.000000E+00	9.605794E-01	6.320748E-01
4.250000E-02	1.000000E+00	9.947919E-01	6.651379E-01
4.500000E-02	1.000000E+00	9.623661E-01	6.318557E-01
4.750000E-02	1.000000E+00	9.555033E-01	6.243558E-01
5.000000E-02	1.000000E+00	1.028267E+00	6.966457E-01
5.250000E-02	1.000000E+00	9.798072E-01	6.478351E-01
5.500000E-02	1.000000E+00	9.841079E-01	6.518755E-01
5.750000E-02	1.000000E+00	9.530265E-01	6.206014E-01
6.000000E-02	1.000000E+00	9.698890E-01	6.373213E-01
6.250000E-02	1.000000E+00	1.002462E+00	6.697889E-01
6.500000E-02	1.000000E+00	1.001679E+00	6.689279E-01
6.750000E-02	1.000000E+00	9.618852E-01	6.290771E-01
7.000000E-02	1.000000E+00	9.922681E-01	6.594178E-01
7.250000E-02	1.000000E+00	1.073300E+00	7.404186E-01
7.500000E-02	1.000000E+00	9.892288E-01	6.563245E-01
7.750000E-02	1.000000E+00	9.865402E-01	6.536190E-01
8.000000E-02	1.000000E+00	9.926804E-01	6.597468E-01
8.250000E-02	1.000000E+00	8.724332E-01	5.394905E-01
8.500000E-02	1.000000E+00	1.028483E+00	6.955332E-01
8.750000E-02	1.000000E+00	9.978124E-01	6.648581E-01
9.000000E-02	1.000000E+00	9.883137E-01	6.553559E-01
9.250000E-02	1.000000E+00	1.035376E+00	7.024153E-01
9.500000E-02	1.000000E+00	1.078491E+00	7.455290E-01
9.750000E-02	1.000000E+00	9.800161E-01	6.470522E-01
1.000000E-01	1.000000E+00	1.058770E+00	7.258047E-01
1.025000E-01	1.000000E+00	1.089288E+00	7.563220E-01
1.050000E-01	1.000000E+00	9.630653E-01	6.300991E-01
1.075000E-01	1.000000E+00	9.681422E-01	6.351756E-01
1.100000E-01	1.000000E+00	1.103168E+00	7.702013E-01
1.125000E-01	1.000000E+00	9.544834E-01	6.215163E-01
1.150000E-01	1.000000E+00	1.086411E+00	7.534439E-01
1.175000E-01	1.000000E+00	1.068788E+00	7.358211E-01
1.200000E-01	1.000000E+00	9.808658E-01	6.478983E-01
1.225000E-01	1.000000E+00	9.844187E-01	6.514511E-01
1.250000E-01	1.000000E+00	1.062313E+00	7.293452E-01
1.275000E-01	1.000000E+00	9.859420E-01	6.529744E-01
1.300000E-01	1.000000E+00	9.973178E-01	6.643502E-01
1.325000E-01	1.000000E+00	1.039583E+00	7.066158E-01
1.350000E-01	1.000000E+00	1.026632E+00	6.936645E-01
1.375000E-01	1.000000E+00	1.003927E+00	6.709592E-01
1.400000E-01	1.000000E+00	1.067399E+00	7.344312E-01
1.425000E-01	1.000000E+00	1.000327E+00	6.673592E-01
1.450000E-01	1.000000E+00	1.037203E+00	7.042349E-01
1.475000E-01	1.000000E+00	9.208889E-01	5.879212E-01
1.500000E-01	1.000000E+00	9.877655E-01	6.547978E-01
1.525000E-01	1.000000E+00	1.016459E+00	6.834912E-01
1.550000E-01	1.000000E+00	9.956544E-01	6.626867E-01
1.575000E-01	1.000000E+00	9.725908E-01	6.396231E-01
1.600000E-01	1.000000E+00	9.306127E-01	5.976450E-01
1.625000E-01	1.000000E+00	1.085462E+00	7.524943E-01
1.650000E-01	1.000000E+00	1.020540E+00	6.875723E-01
1.675000E-01	1.000000E+00	1.075882E+00	7.429145E-01
1.700000E-01	1.000000E+00	1.033958E+00	7.009905E-01
1.725000E-01	1.000000E+00	9.702066E-01	6.372389E-01
1.750000E-01	1.000000E+00	1.065472E+00	7.325041E-01
1.775000E-01	1.000000E+00	9.579852E-01	6.250175E-01
1.800000E-01	1.000000E+00	1.038332E+00	7.053647E-01
1.825000E-01	1.000000E+00	9.594586E-01	6.264909E-01
1.850000E-01	1.000000E+00	9.953629E-01	6.623952E-01
1.875000E-01	1.000000E+00	1.074444E+00	7.414766E-01
1.900000E-01	1.000000E+00	1.019523E+00	6.865550E-01
1.925000E-01	1.000000E+00	1.166556E+00	8.335882E-01
1.950000E-01	1.000000E+00	1.089681E+00	7.567134E-01
1.975000E-01	1.000000E+00	1.087448E+00	7.544806E-01
2.000000E-01	1.000000E+00	1.033008E+00	7.000403E-01
2.025000E-01	1.000000E+00	9.471260E-01	6.141583E-01
2.050000E-01	1.000000E+00	1.016103E+00	6.831352E-01
2.075000E-01	1.000000E+00	1.022388E+00	6.894207E-01
2.100000E-01	1.000000E+00	8.822840E-01	5.493163E-01
2.125000E-01	1.000000E+00	9.689394E-01	6.359717E-01
2.150000E-01	1.000000E+00	8.915443E-01	5.585766E-01
2.175000E-01	1.000000E+00	9.495672E-01	6.165995E-01
2.200000E-01	1.000000E+00	9.765210E-01	6.435533E-01
2.225000E-01	1.000000E+00	9.587563E-01	6.257886E-01
2.250000E-01	1.000000E+00	1.008854E+00	6.758863E-01
2.275000E-01	1.000000E+00	9.798885E-01	6.469208E-01
2.300000E-01	1.000000E+00	9.161565E-01	5.831888E-01
2.325000E-01	1.000000E+00	9.523770E-01	6.194093E-01
2.350000E-01	1.000000E+00	9.998129E-01	6.668452E-01
2.375000E-01	1.000000E+00	1.057421E+00	7.244536E-01
2.400000E-01	1.000000E+00	1.093506E+00	7.605382E-01
2.425000E-01	1.000000E+00	1.005244E+00	6.722766E-01
2.450000E-01	1.000000E+00	1.008695E+00	6.757273E-01
2.475000E-01	1.000000E+00	1.063550E+00	7.305819E-01
2.500000E-01	1.000000E+00	1.028187E+00	6.952196E-01
2.525000E-01	1.000000E+00	9.760890E-01	6.431213E-01
2.550000E-01	1.000000E+00	1.022802E+00	6.898346E-01
2.575000E-01	1.000000E+00	1.100501E+00	7.675329E-01
2.600000E-01	1.000000E+00	1.107120E+00	7.741519E-01
2.625000E-01	1.000000E+00	9.810802E-01	6.481125E-01
2.650000E-01	1.000000E+00	9.624198E-01	6.294521E-01
2.675000E-01	1.000000E+00	9.355982E-01	6.026305E-01
2.700000E-01	1.000000E+00	9.302011E-01	5.972334E-01
2.725000E-01	1.000000E+00	9.805109E-01	6.475432E-01
2.750000E-01	1.000000E+00	1.073700E+00	7.407327E-01
2.775000E-01	1.000000E+00	9.330509E-01	6.000832E-01
2.800000E-01	1.000000E+00	9.472203E-01	6.142526E-01
2.825000E-01	1.000000E+00	9.924458E-01	6.594780E-01
2.850000E-01	1.000000E+00	1.008677E+00	6.757096E-01
2.875000E-01	1.000000E+00	1.116380E+00	7.834126E-01
2.900000E-01	1.000000E+00	1.017219E+00	6.842516E-01
2.925000E-01	1.000000E+00	1.018205E+00	6.852372E-01
2.950000E-01	1.000000E+00	9.635791E-01	6.306114E-01
2.975000E-01	1.000000E+00	1.085973E+00	7.530058E-01
3.000000E-01	1.000000E+00	9.814640E-01	6.484963E-01
3.025000E-01	1.000000E+00	1.094743E+00	7.617753E-01
3.050000E-01	1.000000E+00	1.020013E+00	6.870457E-01
3.075000E-01	1.000000E+00	9.495622E-01	6.165945E-01
3.100000E-01	1.000000E+00	1.013934E+00	6.809659E-01
3.125000E-01	1.000000E+00	9.828348E-01	6.498671E-01
3.150000E-01	1.000000E+00	1.044998E+00	7.120306E-01
3.175000E-01	1.000000E+00	1.065420E+00	7.324524E-01
3.200000E-01	1.000000E+00	1.039349E+00	7.063814E-01
3.225000E-01	1.000000E+00	9.798501E-01	6.468824E-01
3.250000E-01	1.000000E+00	1.028271E+00	6.953032E-01
3.275000E-01	1.000000E+00	9.679121E-01	6.349444E-01
3.300000E-01	1.000000E+00	9.728633E-01	6.398956E-01
3.325000E-01	1.000000E+00	1.037842E+00	7.048744E-01
3.350000E-01	1.000000E+00	1.009286E+00	6.763184E-01
3.375000E-01	1.000000E+00	9.768787E-01	6.439110E-01
3.400000E-01	1.000000E+00	1.024088E+00	6.911201E-01
3.425000E-01	1.000000E+00	9.762617E-01	6.432940E-01
