  167.0000    1.0000    0.7422
  168.0000    1.0000    0.7431
  169.0000    1.0000    0.7439
  170.0000    1.0000    0.7448
  171.0000    1.0000    0.7456
  172.0000    1.0000    0.7464
  173.0000    1.0000    0.7472
  174.0000    1.0000    0.7480
  175.0000    1.0000    0.7488
  176.0000    1.0000    0.7496
  177.0000    1.0000    0.7504
  178.0000    1.0000    0.7512
  179.0000    1.0000    0.7520
  180.0000    1.0000    0.7528
  181.0000    1.0000    0.7535
  182.0000    1.0000    0.7543
  183.0000    1.0000    0.7551
  184.0000    1.0000    0.7558
  185.0000    1.0000    0.7566
  186.0000    1.0000    0.7573
  187.0000    1.0000    0.7581
  188.0000    1.0000    0.7588
  189.0000    1.0000    0.7595
  190.0000    1.0000    0.7603
  191.0000    1.0000    0.7610
  192.0000    1.0000    0.7617
  193.0000    1.0000    0.7624
  194.0000    1.0000    0.7631
  195.0000    1.0000    0.7638
  196.0000    1.0000    0.7645
  197.0000    1.0000    0.7652
  198.0000    1.0000    0.7659
  199.0000    1.0000    0.7666
  200.0000    1.0000    0.7672
  201.0000    1.0000    0.7679
  202.0000    1.0000    0.7686
  203.0000    1.0000    0.7693
  204.0000    1.0000    0.7699
  205.0000    1.0000    0.7706
  206.0000    1.0000    0.7712
  207.0000    1.0000    0.7719
  208.0000    1.0000    0.7725
  209.0000    1.0000    0.7732
  210.0000    1.0000    0.7738
  211.0000    1.0000    0.7744
  212.0000    1.0000    0.7750
  213.0000    1.0000    0.7757
  214.0000    1.0000    0.7763
  215.0000    1.0000    0.7769
  216.0000    1.0000    0.7775
  217.0000    1.0000    0.7781
  218.0000    1.0000    0.7787
  219.0000    1.0000    0.7793
  220.0000    1.0000    0.7799
  221.0000    1.0000    0.7805
  222.0000    1.0000    0.7811
  223.0000    1.0000    0.7817
  224.0000    1.0000    0.7823
  225.0000    1.0000    0.7828
  226.0000    1.0000    0.7834
  227.0000    1.0000    0.7840
  228.0000    1.0000    0.7846
  229.0000    1.0000    0.7851
  230.0000    1.0000    0.7857
  231.0000    1.0000    0.7862
  232.0000    1.0000    0.7868
  233.0000    1.0000    0.7873
  234.0000    1.0000    0.7879
  235.0000    1.0000    0.7884
  236.0000    1.0000    0.7890
  237.0000    1.0000    0.7895
  238.0000    1.0000    0.7900
  239.0000    1.0000    0.7906
  240.0000    1.0000    0.7911
  241.0000    1.0000    0.7916
  242.0000    1.0000    0.7921
  243.0000    1.0000    0.7927
  244.0000    1.0000    0.7932
  245.0000    1.0000    0.7937
  246.0000    1.0000    0.7942
  247.0000    1.0000    0.7947
  248.0000    1.0000    0.7952
  249.0000    1.0000    0.7957
  250.0000    1.0000    0.7962
  251.0000    1.0000    0.7967
  252.0000    1.0000    0.7972
  253.0000    1.0000    0.7977
  254.0000    1.0000    0.7981
  255.0000    1.0000    0.7986
  256.0000    1.0000    0.7991
  257.0000    1.0000    0.7996
  258.0000    1.0000    0.8001
  259.0000    1.0000    0.8005
  260.0000    1.0000    0.8010
  261.0000    1.0000    0.8015
  262.0000    1.0000    0.8019
  263.0000    1.0000    0.8024
  264.0000    1.0000    0.8028
  265.0000    1.0000    0.8033
  266.0000    1.0000    0.8037
  267.0000    1.0000    0.8042
  268.0000    1.0000    0.8046
  269.0000    1.0000    0.8051
  270.0000    1.0000    0.8055
  271.0000    1.0000    0.8060
  272.0000    1.0000    0.8064
  273.0000    1.0000    0.8068
  274.0000    1.0000    0.8073
  275.0000    1.0000    0.8077
  276.0000    1.0000    0.8081
  277.0000    1.0000    0.8085
  278.0000    1.0000    0.8090
  279.0000    1.0000    0.8094
  280.0000    1.0000    0.8098
  281.0000    1.0000    0.8102
  282.0000    1.0000    0.8106
  283.0000    1.0000    0.8110
  284.0000    1.0000    0.8114
  285.0000    1.0000    0.8119
  286.0000    1.0000    0.8123
  287.0000    1.0000    0.8127
  288.0000    1.0000    0.8131
  289.0000    1.0000    0.8135
  290.0000    1.0000    0.8138
  291.0000    1.0000    0.8142
  292.0000    1.0000    0.8146
  293.0000    1.0000    0.8150
  294.0000    1.0000    0.8154
  295.0000    1.0000    0.8158
  296.0000    1.0000    0.8162
  297.0000    1.0000    0.8165
  298.0000    1.0000    0.8169
  299.0000    1.0000    0.8173
  300.0000    1.0000    0.8177
  301.0000    1.0000    0.8180
  302.0000    1.0000    0.8184
  303.0000    1.0000    0.8188
  304.0000    1.0000    0.8192
  305.0000    1.0000    0.8195
  306.0000    1.0000    0.8199
  307.0000    1.0000    0.8202
  308.0000    1.0000    0.8206
  309.0000    1.0000    0.8210
  310.0000    1.0000    0.8213
  311.0000    1.0000    0.8217
  312.0000    1.0000    0.8220
  313.0000    1.0000    0.8224
  314.0000    1.0000    0.8227
  315.0000    1.0000    0.8231
  316.0000    1.0000    0.8234
  317.0000    1.0000    0.8237
  318.0000    1.0000    0.8241
  319.0000    1.0000    0.8244
  320.0000    1.0000    0.8248
  321.0000    1.0000    0.8251
  322.0000    1.0000    0.8254
  323.0000    1.0000    0.8258
  324.0000    1.0000    0.8261
  325.0000    1.0000    0.8264
  326.0000    1.0000    0.8267
  327.0000    1.0000    0.8271
  328.0000    1.0000    0.8274
  329.0000    1.0000    0.8277
  330.0000    1.0000    0.8280
  331.0000    1.0000    0.8283
  332.0000    1.0000    0.8287
  333.0000    1.0000    0.8290
  334.0000    1.0000    0.8293
  335.0000    1.0000    0.8296
  336.0000    1.0000    0.8299
  337.0000    1.0000    0.8302
  338.0000    1.0000    0.8305
  339.0000    1.0000    0.8308
  340.0000    1.0000    0.8311
  341.0000    1.0000    0.8314
  342.0000    1.0000    0.8317
  343.0000    1.0000    0.8320
  344.0000    1.0000    0.8323
  345.0000    1.0000    0.8326
  346.0000    1.0000    0.8329
  347.0000    1.0000    0.8332
  348.0000    1.0000    0.8335
  349.0000    1.0000    0.8338
  350.0000    1.0000    0.8341
  351.0000    1.0000    0.8344
  352.0000    1.0000    0.8347
  353.0000    1.0000    0.8350
  354.0000    1.0000    0.8352
  355.0000    1.0000    0.8355
  356.0000    1.0000    0.8358
  357.0000    1.0000    0.8361
  358.0000    1.0000    0.8364
  359.0000    1.0000    0.8366
  360.0000    1.0000    0.8369
  361.0000    1.0000    0.8372
  362.0000    1.0000    0.8375
  363.0000    1.0000    0.8377
  364.0000    1.0000    0.8380
  365.0000    1.0000    0.8383
  366.0000    1.0000    0.8385
  367.0000    1.0000    0.8388
  368.0000    1.0000    0.8391
  369.0000    1.0000    0.8393
  370.0000    1.0000    0.8396
  371.0000    1.0000    0.8399
  372.0000    1.0000    0.8401
  373.0000    1.0000    0.8404
  374.0000    1.0000    0.8406
  375.0000    1.0000    0.8409
  376.0000    1.0000    0.8412
  377.0000    1.0000    0.8414
  378.0000    1.0000    0.8417
  379.0000    1.0000    0.8419
  380.0000    1.0000    0.8422
  381.0000    1.0000    0.8424
  382.0000    1.0000    0.8427
  383.0000    1.0000    0.8429
  384.0000    1.0000    0.8432
  385.0000    1.0000    0.8434
  386.0000    1.0000    0.8437
  387.0000    1.0000    0.8439
  388.0000    1.0000    0.8441
  389.0000    1.0000    0.8444
  390.0000    1.0000    0.8446
  391.0000    1.0000    0.8449
  392.0000    1.0000    0.8451
  393.0000    1.0000    0.8453
  394.0000    1.0000    0.8456
  395.0000    1.0000    0.8458
  396.0000    1.0000    0.8460
  397.0000    1.0000    0.8463
  398.0000    1.0000    0.8465
  399.0000    1.0000    0.8467
  400.0000    1.0000    0.8470
  401.0000    1.0000    0.8472
