         0    1.0000         0
    1.0000    1.0000    0.1260
    2.0000    1.0000    0.2072
    3.0000    1.0000    0.2505
    4.0000    1.0000    0.2807
    5.0000    1.0000    0.3041
    6.0000    1.0000    0.3234
    7.0000    1.0000    0.3397
    8.0000    1.0000    0.3538
    9.0000    1.0000    0.3662
   10.0000    1.0000    0.3774
   11.0000    1.0000    0.3875
   12.0000    1.0000    0.3968
   13.0000    1.0000    0.4054
   14.0000    1.0000    0.4134
   15.0000    1.0000    0.4209
   16.0000    1.0000    0.4280
   17.0000    1.0000    0.4347
   18.0000    1.0000    0.4411
   19.0000    1.0000    0.4472
   20.0000    1.0000    0.4530
   21.0000    1.0000    0.4586
   22.0000    1.0000    0.4639
   23.0000    1.0000    0.4691
   24.0000    1.0000    0.4741
   25.0000    1.0000    0.4789
   26.0000    1.0000    0.4836
   27.0000    1.0000    0.4881
   28.0000    1.0000    0.4925
   29.0000    1.0000    0.4968
   30.0000    1.0000    0.5010
   31.0000    1.0000    0.5051
   32.0000    1.0000    0.5090
   33.0000    1.0000    0.5129
   34.0000    1.0000    0.5167
   35.0000    1.0000    0.5203
   36.0000    1.0000    0.5240
   37.0000    1.0000    0.5275
   38.0000    1.0000    0.5309
   39.0000    1.0000    0.5343
   40.0000    1.0000    0.5376
   41.0000    1.0000    0.5409
   42.0000    1.0000    0.5441
   43.0000    1.0000    0.5472
   44.0000    1.0000    0.5503
   45.0000    1.0000    0.5533
   46.0000    1.0000    0.5563
   47.0000    1.0000    0.5592
   48.0000    1.0000    0.5620
   49.0000    1.0000    0.5649
   50.0000    1.0000    0.5676
   51.0000    1.0000    0.5703
   52.0000    1.0000    0.5730
   53.0000    1.0000    0.5757
   54.0000    1.0000    0.5783
   55.0000    1.0000    0.5808
   56.0000    1.0000    0.5833
   57.0000    1.0000    0.5858
   58.0000    1.0000    0.5883
   59.0000    1.0000    0.5907
   60.0000    1.0000    0.5930
   61.0000    1.0000    0.5954
   62.0000    1.0000    0.5977
   63.0000    1.0000    0.6000
   64.0000    1.0000    0.6022
   65.0000    1.0000    0.6044
   66.0000    1.0000    0.6066
   67.0000    1.0000    0.6088
   68.0000    1.0000    0.6109
   69.0000    1.0000    0.6130
   70.0000    1.0000    0.6151
   71.0000    1.0000    0.6171
   72.0000    1.0000    0.6192
   73.0000    1.0000    0.6212
   74.0000    1.0000    0.6231
   75.0000    1.0000    0.6251
   76.0000    1.0000    0.6270
   77.0000    1.0000    0.6289
   78.0000    1.0000    0.6308
   79.0000    1.0000    0.6327
   80.0000    1.0000    0.6345
   81.0000    1.0000    0.6363
   82.0000    1.0000    0.6381
   83.0000    1.0000    0.6399
   84.0000    1.0000    0.6417
   85.0000    1.0000    0.6434
   86.0000    1.0000    0.6451
   87.0000    1.0000    0.6468
   88.0000    1.0000    0.6485
   89.0000    1.0000    0.6502
   90.0000    1.0000    0.6518
   91.0000    1.0000    0.6534
   92.0000    1.0000    0.6550
   93.0000    1.0000    0.6566
   94.0000    1.0000    0.6582
   95.0000    1.0000    0.6598
   96.0000    1.0000    0.6613
   97.0000    1.0000    0.6628
   98.0000    1.0000    0.6644
   99.0000    1.0000    0.6659
  100.0000    1.0000    0.6674
  101.0000    1.0000    0.6688
  102.0000    1.0000    0.6703
  103.0000    1.0000    0.6717
  104.0000    1.0000    0.6731
  105.0000    1.0000    0.6746
  106.0000    1.0000    0.6760
  107.0000    1.0000    0.6774
  108.0000    1.0000    0.6787
  109.0000    1.0000    0.6801
  110.0000    1.0000    0.6814
  111.0000    1.0000    0.6828
  112.0000    1.0000    0.6841
  113.0000    1.0000    0.6854
  114.0000    1.0000    0.6867
  115.0000    1.0000    0.6880
  116.0000    1.0000    0.6893
  117.0000    1.0000    0.6906
  118.0000    1.0000    0.6918
  119.0000    1.0000    0.6931
  120.0000    1.0000    0.6943
  121.0000    1.0000    0.6955
  122.0000    1.0000    0.6967
  123.0000    1.0000    0.6979
  124.0000    1.0000    0.6991
  125.0000    1.0000    0.7003
  126.0000    1.0000    0.7015
  127.0000    1.0000    0.7026
  128.0000    1.0000    0.7038
  129.0000    1.0000    0.7049
  130.0000    1.0000    0.7061
  131.0000    1.0000    0.7072
  132.0000    1.0000    0.7083
  133.0000    1.0000    0.7094
  134.0000    1.0000    0.7105
  135.0000    1.0000    0.7116
  136.0000    1.0000    0.7127
  137.0000    1.0000    0.7137
  138.0000    1.0000    0.7148
  139.0000    1.0000    0.7158
  140.0000    1.0000    0.7169
  141.0000    1.0000    0.7179
  142.0000    1.0000    0.7189
  143.0000    1.0000    0.7200
  144.0000    1.0000    0.7210
  145.0000    1.0000    0.7220
  146.0000    1.0000    0.7230
  147.0000    1.0000    0.7240
  148.0000    1.0000    0.7249
  149.0000    1.0000    0.7259
  150.0000    1.0000    0.7269
  151.0000    1.0000    0.7278
  152.0000    1.0000    0.7288
  153.0000    1.0000    0.7297
  154.0000    1.0000    0.7307
  155.0000    1.0000    0.7316
  156.0000    1.0000    0.7325
  157.0000    1.0000    0.7334
  158.0000    1.0000    0.7343
  159.0000    1.0000    0.7352
  160.0000    1.0000    0.7361
  161.0000    1.0000    0.7370
  162.0000    1.0000    0.7379
  163.0000    1.0000    0.7388
  164.0000    1.0000    0.7397
  165.0000    1.0000    0.7405
  166.0000    1.0000    0.7414
